,0
12519,Farage loves Australia so much. Well FO over there then you bellend #AskNigelFarage
12520,Nul points. Farage fails to get a  sympathy round of applause as he unleashes the air crash story. #ELECTION2015
12521,RT @edballsmp: Tonight confirmed it: David Cameron and the Tories will cut child benefit if they win next week #bbcqt http://t.co/IHePV7fFLJ
12522,@uppitytaig @peterhill12 SNP now begging labour to get into bed after ripping labour for being pro union my heads fried
12523,RT @ViscountExmouth: I have never heard a politician answer questions as clearly and directly as @Nigel_Farage #ukip #AskNigelFarage
12524,RT @mar45: Sturgeon promising to keep Tories out of #10 even if they have a majority.She mocks democracy in ways that Mugabe &amp; Kim jong un …
12525,"@LfcDan @MrEdsFM a left Labour would do anything to stop that (ie work with SNP). Ridiculous that with this Labour, they might allow it"
12526,RT @JoshLuck1995: Fantastic answer from @Nigel_Farage regarding the question from the Sikh man! #UKIP
12527,"RT @BFairfoull: Stellar performance by Nigel. Confident, statesmanlike. Great clarity on every issue. Vote UKIP!"
12528,RT @HulbertMathew: Nigel Farage is part of 'the political class'! He's been an MEP for fifteen years! #AskNigelFarage #bbcqt #GE2015
12529,@LBC @iancollinsuk that Tory tweet is embarrassing. If only they had a leader that worked in PR before politics...oh! Hold on...
12530,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
12531,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
12532,RT @schofieldkevin: Don't think I can picture Ed Miliband on the world stage. What if he fell off?
12533,RT @HuffPostUKPol: Watch Ed Miliband almost fall off Question Time debate stage   http://t.co/hgoY5zZL7A http://t.co/KC4YQpLaMa
12534,"#Farage: We would have a health card, it would be a bit like an I.D card

#Ukip used to be small state, libertarian...

#AskNigelFarage"
12535,RT @OfficialDjDel: Ed Milliband for Prime Minister #VoteLabour
12536,"RT @larbertred: .@Ed_Miliband I'm not an SNP supporter, but I find your stance over them is nothing short of political blackmail and shows …"
12537,"RT @RossFootball: Sturgeon said she'd provide #Labour with ""backbone."" Think Ed M proved tonight he has enough on his own."
12538,"RT @larbertred: .@Ed_Miliband I'm not an SNP supporter, but I find your stance over them is nothing short of political blackmail and shows …"
12539,"@Ed_Miliband OOPS 
#EPICFAIL ( Ed starts to back pedal ) 

Here is Ed Miliband handing the GE to the Tories! 

http://t.co/CwNfyco1Mf"
12540,"RT @labourpress: Thanks to Nick Clegg, the average student will now graduate with £44k of debt #bbcqt"
12541,"RT @SmudgeThomas: Farage is all by himself in a different city, says a lot. #bbcqt"
12542,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12543,#SNP stop English racism against scots we were supposed to lead the UK not b enslaved by English snobs !!!!!! http://t.co/jlFRi0Yb59
12544,"RT @billymac1964: @ScotlandTonight @bbcqt If Ed Miliband won't do everything he can to keep the Tories out, he shouldn't be leader of the L…"
12545,RT @LabourEoin: The economy was growing 3 times faster on the day David Cameron became Prime Minister than it is today.. #BBCqt http://t.co…
12546,RT @alliomack: The Tories &amp; the ruling elite hate the thought of the poor being treated as equally as them in any area. http://t.co/FldeCrD…
12547,@tomwilson23 EM lied tonight when he said to the UK he would never give concessions of any kind to the SNP &amp;this was why he wldnt do deal
12548,Ralph Miliband: six key ideas from his books http://t.co/TBKaNL3ZgQ  What a difference from @EdMiliband
12549,"RT @Leeh_nostromo: Miliband is clearly playing 'chicken', some folk are drama queens."
12550,@OwenJones84 @murrayf00te All because Ed prefers Tory rule to making deals
12551,RT @ColmRocks: @rosscolquhoun @theSNP So he'd rather let the future of our country be ruined by Tory austerity than work to find an alterna…
12552,@GethinJones6 seriously listen how often the Tories say labour caused the recession haha american banks killed everything lmao Green Partyyy
12553,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12554,"RT @Vaughan_Wms: @LeanneWood: Ruling out a deal with SNP was irresponsible of Miliband. I thought he wanted to stop the Tories. 

#Plaid15 …"
12555,"RT @OwenJones84: David Cameron *refuses* to rule out cutting child benefit. When we all march into the polling booths next week, let’s reme…"
12556,"RT @BillOddie: If wildlife had the vote TORIES wouldn't even exist. We need nature, nature needs us. Get rid of this government. Please."
12557,Mine nd monikas thoughts if ed milliband is in power of the UK http://t.co/jMRKEGIGG6
12558,"RT @LabourEoin: Do not retweet this. I repeat, do not retweet this......... David Cameron would be most upset. #BBCqt http://t.co/5D2pKCstr3"
12559,@rob_marchant I heard Clegg really calls him mistress.
12560,@WingsScotland hope your watching #newsnight Gus O'Donnel predicting voting change to ensure majority of UK country vote Labour Tory
12561,RT @JosephineFormby: #bbcqt I'm a Lab supporter but tonight reinforces my view that there will be a Tory majority Government.
12562,"RT @natalieben: #bbcqt Miliband: ""I'm the 1st Labour leader going into an election saying spending in key areas is going to fall"" #austeria…"
12563,#Miliband will do deal with #SNP if numbers add up. #Sturgeon wants any UK govt will agree a new indy referendum. https://t.co/JLB1VkPMW3
12564,WHY is Eric Pickles making such a BIG DEAL of this on Twitter? We don't know full facts. Smells fishy. https://t.co/8kTCVxnrg2
12565,RT @aliboomaye: The hype and demonisation of the SNP broken down expertly by Mark Steel #bbcqt http://t.co/YTT3SDinZW
12566,The SNP have just shown exactly that with their referendum
12567,"RT @JarlOfCaledonia: @BolsoverBeast Hey Dennis, what do you think of your party's leader saying he'd rather have a Tory government than wor…"
12568,RT @RussellDutton: I'm sorry however unpopular it might be Nigel Farage is the most engaging and believable of the lot of these leaders.
12569,.@NeilHHDiamond They'd rather not intro SNP policies like #indyref and #FFA... SNP can put up or shut up! @davidtorrance @blairmcdougall
12570,RT @UKIP: 70% of Britons support an Australian style points system. Retweet if you're one of the 70%. #AskNigelFarage http://t.co/6W2mGidUsL
12571,"@greg2783 Their arms must be killing them. If I were to guess, I'd say they're UKIP because of their mysterious, eccentric demeanour."
12572,"RT @SLATFascists: #UKIP candidate for Heywood &amp; Middleton either racist or so stupid that he doesn't know what ""condone"" means. http://t.co…"
12573,"RT @Dizzee_Me: @JimForScotland Big Ed just said he would allow the tories in rather than do a deal with the #SNP . We were watching Jim, we…"
12574,"@JayJayBurn Tories deregulated the banks in the first place, and called for less regulation when Lab tried to introduce it!"
12575,RT @Soafy_: I think I like Ed Miliband so much because I can relate to the constant self embarrassment
12576,@Gwenelope @LeeDonaghy @RosMcM @Michael_Merrick Tories will be hoping they can squeeze that UKIP 22% enough to squeak home.
12577,RT @Geezajay2013: Only UKIP will look after the interests of Britain &amp; British people all the other parties will always put Brits last http…
12578,RT @fleetstreetfox: The Australian points based immigration system has seen immigration increase. I'll just leave that here. #UKIP #AskFara…
12579,RT @billbanjos: I'm #SNPbecause we have witnessed tonight on tv Ed Miliband finally betraying the legacy of James Keir Hardie - #scottishla…
12580,"RT @UKIP: #UKIP Leader @Nigel_Farage: ""I've had a chequered health career, and here's what I've learned"" #AskNigelFarage #NHS http://t.co/c…"
12581,"RT @rob_marchant: So, oh-so-principled Nick: how does it feel, suddenly calling ""Cameron"" the man you have spent the last five years callin…"
12582,RT @stewartbremner: The Oh-Dear Hunter is playing a foolhardy and dangerous game with a gun the Tories loaded. #GE2015 http://t.co/AXclkuPL…
12583,RT @EconBritain: Ed Miliband standing firm on SNP despite tough questioning from Dimbleby and audience. Playing a tough hand with confidenc…
12584,RT @IanAustinMP: What a disgrace: Farage blames the west for Putin's aggression over Ukraine. Appalling appeasement.
12585,@Redrho70 SNP still aren't an entire country. No matter what some polls say. They're a temporary government. A political party.
12586,"@MadGoonerPaul @trevdick @bbcnickrobinson BBC5Live on Tory plans re welfare cuts simply went to a Milliband soundbite, ignoring #LibDems"
12587,"@j_bradbury0630 @cmichaels97 @Ed_Miliband I don't have to prove it he has proved himself to a Prime Arsehole, happy to see UKIP r doing well"
12588,"RT @STUD6699: Nigel Farage says that homosexuality makes most people over 70 uncomfortable. 

I'm guessing they're just not using enough lu…"
12589,"RT @CapX: Why are SNP elected representatives so creepily craven, asks @iainmartin1 http://t.co/5vsxZgtMbE http://t.co/tDLWSGceYD"
12590,RT @MandWReactions: Slightly awkward when you realise Ed Miliband worked on Project Zeus… http://t.co/uCZoqcNR87
12591,"SNP have around 6 MP's presently, their projected to gain around 50 MP's and in some polls ALL the MP seats in Scotland. Labour wipeout"
12592,@chuzzlit given the SNP are more committed to defending the NHS that’s no bad thing
12593,@paulwhitelaw @Alasdair_CM And also Miliband IN NO WAY confirmed he'd rather the Tories win than do a deal with the SNP.
12594,RT @LordAshcroft: Panelbase poll LAB 34% CON 32% UKIP 17% LDEM 8% GRNS 4%
12595,RT @Archangelolill: Clegg feels bad about people using food-banks - but not a word of contrition for creating hardship that forces so many …
12596,I thought 25% of the audience was in favour of UKIP. I haven't noticed it yet. Also why does Joe coburn keep interrupting him.
12597,"""let's have trade, let's have friendship..."" 
I agree...  #UKIP #AskNigelFarage"
12598,RT @revpamsmith: Why do Farage &amp; Cameron keep telling us they've used the NHS as if that gives them some unique insight? #bbcqt #ItsFarageT…
12599,Future #Labour canvassers will get one response from me. Having the door shut in their ignorant Tory loving austerity supporting fat faces.
12600,#bbcqt as a diabetic a parent of a child with cerebral palsy i can state nhs has declind in last 5 years undr Tories in UK &amp; SNP in Scotland
12601,"RT @SinowBeats: Watching Nigel Farage, where you can ask Nigel Farage a question.  I have a question for him: Why are you such a cunt? #Ask…"
12602,RT @XxPLWxX: A politician actually giving straight answers??? Damn right he is #GoNigel #AskNigelFarage #UKIP #TeamNigel
12603,Never a truer word said @MichaelLCrick. #UKIP respect for your brand of journalism is climbing post-Bloom.
12604,RT @GAPonsonby: Just in case @BBCRadioScot's news gatherers miss the SNP press release. Here it is. @BBCGaryR http://t.co/CMvY5JF8Eo
12605,RT @jon_swindon: Revealed: A Tory government would extend VAT and cut tax credits despite Cameron's pledge. http://t.co/DfSa0R2WpM http://t…
12606,"RT @MirrorPolitics: Straw poll: Who do you think won? RT Ed, fav Cam or reply for Clegg #bbcqt http://t.co/KLrJy8ux7B http://t.co/Lli2fknST2"
12607,Clegg being given a tough ride on #QuestionTime tonight!! Voters clearly haven't forgotten his broken promises
12608,RT @RFCSwitcheroo: Milliband's suicide note tonight was driven by desperation and awareness of the dire straights of his party in Scotland.…
12609,RT @HTScotPol: Miliband's refusal to have a Labour govt if it means deal with #SNP is almost a self-fulfilling prophecy. He'll get thrashed…
12610,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
12611,RT @BBCJamesCook: SNP leader @NicolaSturgeon - Scotland would never forgive Labour for preferring a Tory govt to a deal with the SNP. http:…
12612,"RT @shocker38: There has been a murder, Ed Miliband has just shot and killed labour in Scotland, poor Murphy never saw it coming. #bbcqt"
12613,"RT @thomasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... http://t.co/DkLwCwzhDA"
12614,I'm turning this Farage shite off and going to bed. #AskNigelFarage
12615,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
12616,RT @ViscountExmouth: I have never heard a politician answer questions as clearly and directly as @Nigel_Farage #ukip #AskNigelFarage
12617,RT @MichaelH14: Ed Miliband : it wasn't the spending on teachers &amp; nurses in Britain that crashed the global economy. 'Bout time someone sa…
12618,RT @faisalislam: Bingo: “@AndrewSparrow: Only 6% of #bbcqt viewers said debate might change their mind - Clegg got most switchers - http://…
12619,"RT @DavidHoughtonnn: @M_Roberto_W epitomises a Tory Ukip coalition, and it's fucking horrific."
12620,"RT @DancerGuard: #Farage is politely destroying every narky, myth-ridden question that's put his way!
#VoteUkip #NigelFarage #Thanet #Thane…"
12621,"RT @britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)"
12622,"RT @_50s_Girl: ""We should do more to look after our ex-servicemen and women"" - Nigel Farage spot on. #UKIP"
12623,RT @aliboomaye: The hype and demonisation of the SNP broken down expertly by Mark Steel #bbcqt http://t.co/YTT3SDinZW
12624,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
12625,RT @LabourEoin: Another humongous lie from David Cameron. He has not clamped down on Tax Avoidance. Uncollected Tax has risen #BBCqt http:/…
12626,"RT @Bonn1eGreer: ""Ed  slipped on #DavidCameron 's sweat..""via @benglaze-@Kevin_Maguire
#shyster 
#Tories
#GE2015
#Milibrand 
https://t.co/Z…"
12627,Nigel Farage wanking a floating cock off #bbcqt http://t.co/byx9HJDXWZ
12628,RT @AngryBritain: Good on Farage for defending the NHS.
12629,"RT @Those3Amigos: 5 more years of the out of touch Tories?
It's up to you!
Vote and make a difference next Thursday. http://t.co/c0TP6o2XxR"
12630,RT @UKIP: 70% of Britons support an Australian style points system. Retweet if you're one of the 70%. #AskNigelFarage http://t.co/6W2mGidUsL
12631,"RT @FraserNelson: David Cameron says he's ""paying down out debts"". If only... http://t.co/TEpllFeean"
12632,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
12633,RT @thoughtland: EdM welcomes Tory govt over an anti-austerity/end Trident deal w/ SNP. It's pre-Thurs blah. Still brutal to hear.  https:/…
12634,Would that horrible woman stop interrupting nigel #AskFarage #UKIP
12635,"RT @CavortingJames: Nick Clegg's a bit like a shit support band at a gig, you don't really pay attention but still clap politely every now …"
12636,@bphillipsonMP WHY DON'T LAB MPS INFORM THE PUBLIC OF THE TORY LIE REGARDS THE ECONOMY DEBT DOUBLED TO 1.7 TRILLION STILL A LARGE DEFICIT N
12637,You know Kyle is from Stoke because he Retweeted UKIP propaganda
12638,RT @montie: Wonder if Farage attacking the last BBC audience has forced a review of procedures. It's the most sensible #bbcqt audience I ca…
12639,"RT @yorkierosie: .@FraserNelson Why do you, an intelligent man, feign ignorance?*Global* crash. Tories said would *match* spending. Wanted …"
12640,"RT @Fight4UK: #AskNigelFarage Why do you feel the media attack #UKIP on racism issues, yet they're the only party to ban ex BNP members? 

…"
12641,RT @Jkcocnis14: Somehow Nigel Farage is doing a decent job on this #AskNigelFarage and it's kinda surprising. But kudos to him...
12642,Farage seems to REALLY like Australia. Are you thinking what I'm thinking? #AskNigelFarage
12643,"@tomwfreeman if he doesnt do that, hes playing into the Tory Narrative of 'a vote for Labour is a Vote for an SNP Government/end of the UK'"
12644,RT @Paulmoravia: Ed Miliband treating his own party in Scotland with a scorched earth policy. before tonight they could've made a recovery …
12645,"RT @Nigel_Farage: I'm proud of #UKIP's health policy, which the public has voted as the most popular #AskNigelFarage http://t.co/qEeaFWexC6"
12646,RT @BarnabyEdwards: I wish an immigrant would come over here and steal Nigel Farage's job. #AskNigelFarage
12647,"RT @lunartits: 'NHS should spend money on helping homosexuals become straight' - UKIP 
if you are voting UKIP please reevaluate your life"
12648,One week left a vote for #sinnfein is a vote for the Tory govt there's a better way and it's voting @markdurkan and #SDLP
12649,"RT @ryan_murton: #AskNigelFarage The reality is that everyone will look back in 2025 and say ""Farage was right all along"""
12650,"#bbcqt Nigel 'Im not a bigot me, mate' Farage getting an easy ride on the BBC - it beggars belief."
12651,@JeremyCliffe @LabourEoin   Only Tories plant stooges like this. Indicative of their sneaky manner.
12652,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12653,"RT @TamPayne2: The SNP - ""Talk"" foodbanks, ""fly"" helicopters. #ge2015 #snpout"
12654,"RT @petemcarthur: Why are Lab, Tory and LibDems so scared of democracy? Frightened that the people of Scotland have sussed out their corrup…"
12655,RT @SarahPinborough: 3 minutes of Farage and I'm heading to Netflix for some 3rd Rock from the sun in bed.. I prefer the aliens to him. The…
12656,RT @aislingjik: How on earth can UKIP be taken seriously as a political party. Like how the fuck did we let this happen.
12657,"I never knew Nigel Farage was married to a German Woman.

Typical, bloody foreigners, coming over here stealing our racists.
#AskNigelFarage"
12658,http://t.co/l7k7wFqKeg http://t.co/ibGXS8os7a
12659,"@__pants The main parties are dying, people are pissed off/disillusioned with the system. There's no distinction between Tory &amp; lab for me"
12660,RT @Plaid_Cymru: .@LeanneWood: If we can deliver a good deal for Wales with SNP &amp; the Greens that's what we'll do. Getting best deal for Wa…
12661,"RT @DancerGuard: 81 MPs - how #UKIP would perform if UK had proportional representation rather than the current stitch-up.
#VoteUKIP http:/…"
12662,RT @indycyclist: All the SNP has to do now is say that the Labour party would rather hand power over to the Tories than do any kind of deal…
12663,"RT @IndyReiver: #GE15 Tonight on BBC Miliband committed electoral suicide. He prefers
 a Tory Gov over a Lab Gov needing SNP support ? Incr…"
12664,@MartinKnight_ @UKIP
12665,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
12666,RT @frankieboyle: One thing that surprises me on Twitter is how many UKIP supporters can read
12667,@hopenothate @WestminsterMole she's a BRITISH citizen..do you have issue with foreign born people being Brit nationals #AskNigelFarage #UKIP
12668,"RT @davidearbisi: Who is the presenter of Election 2015: Ask Nigel Farage? She's awful and annoying!
#ELECTION2015 #bbc #NigelFarage"
12669,RT @billbanjos: I'm #SNPbecause we have witnessed tonight on tv Ed Miliband finally betraying the legacy of James Keir Hardie - #scottishla…
12670,"#ukip 1-0 #Labour 

Love these election banners!"
12671,"RT @SLATFascists: #UKIP candidate for Heywood &amp; Middleton either racist or so stupid that he doesn't know what ""condone"" means. http://t.co…"
12672,@JimForScotland  Nothing to do with SNP anymore. @Ed_Miliband said he would rather a Tory Gov than have anything to do with them!
12673,"After @Ed_Miliband conceded he'd rather allow Tories in before working with Scots/SNP, I really do feel so much Better Together.

Don't you?"
12674,"Is it just me, or did David Cameron look/sound like he was #Coked out his nut? #bbcqt #Conservative #ToryScum #Tory"
12675,"RT @45Scot: After Miliband handing keys to Cameron, Labour supporters blaming SNP for potentially 5 more years of Tory austerity! http://t.…"
12676,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
12677,Agreed https://t.co/SIoJqT9hpK
12678,RT @Mr_Slater: UKIP are not the answer to our problems. I'd rather go forwards not backwards. Retweet if you agree. #BBCQT http://t.co/RwYS…
12679,"RT @mmaher70: Sweating PM Cameron slammed over cuts and NHS on #bbcqt http://t.co/X7vTZXnOiV #nhs #bbcqt #socialcare 
#nhscrisis"
12680,"RT @pollypreston: Love him or loathe him, Ed Miliband looked the most comfortable tonight, IMO"
12681,"RT @Tommy_Colc: FT come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it @sturdyAlex http://…"
12682,"If Miliband does become PM, the very second that's secured, &amp; it'll only be possible with the SNP helping him, he is gonna be destroyed."
12683,"RT @junayed_: Whenever I see Nick Clegg on TV, it just reminds me of this wonderful moment. #BBCQT http://t.co/6SJzqEFdi5"
12684,"@alisonthewliss Aye. The final nail in the coffin of Labour in Scotland. @NicolaSturgeon, however, outstanding as always! #GE15 #SNP"
12685,RT @Geezajay2013: UKIP have pledged to lower retirement age so people can access their pension earlier http://t.co/ZI8COHiENP
12686,"RT @IrvineWelsh: Miliband saying to Lab activists in Eng, 'if it's close (looks it could be) then we'll stand aside &amp; let Tories rule rathe…"
12687,I managed to watch 2 minutes and 38 seconds of the Brand/Miliband interview...
12688,RT @NeedThisForNews: Those of you criticising Farage &amp; UKIP should actually read their manifesto. You'll be surprised how the media lies to…
12689,This lass doesnt like Farage does she
12690,RT @ViscountExmouth: I have never heard a politician answer questions as clearly and directly as @Nigel_Farage #ukip #AskNigelFarage
12691,@ChrisMcC62 eh? I'm going with your scenario ( even though I don't believe it) to show that even then SNP will not be part of govt
12692,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12693,"@DVATW @Nigel_Farage Was there. Afterwards Farage stayed to talk until aides dragged him away to next interview. Sure, people disagreed. 1/2"
12694,"RT @NorseFired: #AskNigelFarage If #ukip are ""not racist"", why are they supported by #BritainFirst. the #EDL and Sick Griffin? http://t.co/…"
12695,Nicola Sturgeon 'appalled' at Ed Miliband ruling out deal http://t.co/Np167h2EFK #DailyTelegraph #telegraph #news
12696,The NHS is NOT free - People pay National Health Insurance all their working lives @Nigel_Farage @ukip #tweko
12697,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
12698,"@AndrewMarr9 Spending which Tories pledged to match, as you know very well. At the time, not even they thought it was too high."
12699,"""I want it run publicly but run properly"" Nigel Farage on the NHS #AskNigelFarage"
12700,"RT @VividRicky: Farage thinks Putin ""is a threat"" &amp; same time ""admires his honesty""! ...And they worry about Ed's finger on nuclear button!…"
12701,RT @huw_price: Plaid MP confirming *again* that Plaid would vote down a minority Labour govt and let the Tories in?... https://t.co/KyfrpZh…
12702,RT @NPickavance: FT backs Tories! Who'd have guessed that FT leader writer Jonathan Ford was photod posing nxt to Boris in Uni club? http:/…
12703,"Does this seriously mean that if the only way he could become PM was with SNP support, he would refuse it? https://t.co/8ElXLqbJnU"
12704,RT @BBCJamesCook: SNP leader @NicolaSturgeon - Scotland would never forgive Labour for preferring a Tory govt to a deal with the SNP. http:…
12705,"RT @Moray_Greig: @JimForScotland If Labour are not willing to work with a left-leaning party to keep Tories out, then what is the point of …"
12706,RT @GAPonsonby: SNP have been offering to work with Labour to keep Tories out since campaign began. They still are. https://t.co/p956mrLGsA
12707,"RT @UKLabour: RETWEET: Our new election poster. The Tories will cut child benefit, tonight confirmed it. #bbcqt http://t.co/RAtRrr8xjY"
12708,RT @billbanjos: I'm #SNPbecause we have witnessed tonight on tv Ed Miliband finally betraying the legacy of James Keir Hardie - #scottishla…
12709,"RT @FraserNelson: David Cameron says he's ""paying down out debts"". If only... http://t.co/TEpllFeean"
12710,RT @HuffPostUKPol: The Tory spin message about David Cameron's performance is a bit obvious. #bbcqt http://t.co/WBQnC9pQwX http://t.co/ATBq…
12711,RT @HTScotPol: Miliband's refusal to have a Labour govt if it means deal with #SNP is almost a self-fulfilling prophecy. He'll get thrashed…
12712,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12713,RT @OwenJones84: Exposed: the Tory plan to cut child benefit and child tax credits. Chilling. http://t.co/i7xP7LOK6j
12714,"RT @jamesdoleman: The Tories ""wrote off"" Scotland under Thatcher, now Labour via Miliband have done the same.

What now for the ""United Kin…"
12715,RT @AlexDingwall: About time NIck stopped punting the Salmond bogeyman line- the leader of the SNP at Westminster is Angus Robertson.
12716,@MissWarmbottom yeah but Nigel Farage doesn't have the tailors that the Nazis had
12717,RT @grassprobs: @Jamin2g Miliband and Labour are full of contradictions. More appearing daily #margarethodge #hypocrite
12718,I find it so funny seeing Nick Clegg get pelleted with that question about his promise to students 😂 the topic never fails too pop up.
12719,RT @AnnCoulter: RT@AnnCoulter @seanhannity Ann Coulter has timed the release of her new book perfectly. Mass #immigration kills countries. …
12720,RT @HulbertMathew: Nigel Farage is part of 'the political class'! He's been an MEP for fifteen years! #AskNigelFarage #bbcqt #GE2015
12721,RT @WingsScotland: Did Miliband just say that he'd rather let the Tories in than work with the SNP?
12722,RT @599tb: Nigel is talking total common sense #AskNigelFarage #ukip http://t.co/luFNa5YjIY
12723,RT @stevenroy27: @IndyReiver He just proved us all right. @UKLabour are just red Tories
12724,So the #NHS is failing because of #immigrants who aren't eligible in #farage's eyes? #ukip #bbccqt @butNHS Thoughts? http://t.co/MphKAXAGbF
12725,RT @montie: Ed Miliband treating people as fools. 100% of anyone watching this election know he'll need the SNP to become PM #bbcqt
12726,RT @UKLabour: Remember what he said about the NHS in 2010? You can't trust David Cameron with the NHS. #BBCQT http://t.co/f8a9lnxLEc
12727,RT @BBCJamesCook: SNP leader @NicolaSturgeon - Scotland would never forgive Labour for preferring a Tory govt to a deal with the SNP. http:…
12728,RT @johnlistening: @IrvineWelsh @magnethead_666 We now know Milliband is both anti Union and anti democracy.
12729,RT @LabourEoin: Debt Interest Payments Labour inherited from Tories in 1997 were 30% higher than Debt Interest Payment in 2010 #BBCqt http:…
12730,"RT @mrmarksteel: Tomorrow Miliband will say 'let me tell you this, I'm not even voting for myself in case I do a deal with the SNP'."
12731,RT @LisaLise30: @jrhz24 Ed Miliband is close to being a communist. He is a lunatic.
12732,RT @UKIP: #UKIP Leader @Nigel_Farage on our #NHS #AskNigelFarage http://t.co/C5RQTMzDDG
12733,RT @RussellDutton: I'm sorry however unpopular it might be Nigel Farage is the most engaging and believable of the lot of these leaders.
12734,RT @MrHarryCole: Official: Miliband well and truly thumped by Cameron tonight. Absolutely brutal result from Digital Contact: http://t.co/D…
12735,RT @LabourEoin: Journalists who prefer to talk about Ed Miliband's stumble rather than actual #BBCqt show are admitting Cameron lost     vi…
12736,"@BBCNewsnight Like your panelist, I voted Tory at my first election [for me in 1979].I have bitterly and profoundly regretted it ever since."
12737,"RT @susanpenhaligon: Oh God no, not David Cameron again saying 'reform (cut) welfare and help people back into work' *grinds teeth and fill…"
12738,@UKLabour @ChukaUmunna @Ed_Miliband Shame since @NicolaSturgeon has some good ideas and gained support. And can't  get to No.10 without SNP
12739,I'm not political but I know to trust a man by how his mouth moves. And Nigel Farage's whole damn neck wobbles when he talks. #ELECTION2015
12740,"RT @eastwoodsnp222: @JimForScotland It's not a bluff Jim, If Lab let the Tories in instead of being supported by SNP to form a gov, they wi…"
12741,"RT @azumahcarol: “@jamesdoleman: Sun sacks worm after it shows Ed Miliband won debate 

 http://t.co/4rs5pNChiJ”

#bbcqt"
12742,What a cunt Nigel Farage is
12743,RT @GAPonsonby: Just in case @BBCRadioScot's news gatherers miss the SNP press release. Here it is. @BBCGaryR http://t.co/CMvY5JF8Eo
12744,RT @joan_sturgeon: To Milliband the Scottish people are so irrelevant he would rather let the Tories in than work with @theSNP
12745,@kdugdalemsp U really r an idiot. SNP has CONSISTENTLY stated it will not oppose LAB Qu Sp. But after...? @free1_b @Ed_Miliband
12746,Labour leader Miliband stumbles after live TV questions from voters http://t.co/mjSUHjNLde
12747,RT @Mr_Slater: UKIP are not the answer to our problems. I'd rather go forwards not backwards. Retweet if you agree. #BBCQT http://t.co/RwYS…
12748,RT @Nigel_Farage: A poll recently showed that #Ukip has the most preferred policies on our #NHS #bbcqt. http://t.co/XmA0kaHsTc
12749,@Leonuhhh they've been a tory paper for quite a while since their famous ditching of Labour during Blairdom xx
12750,"RT @marcuschown: Retweet if you think David Cameron is on the side of tax avoiders rather than nurses, firefighters, teachers and other ord…"
12751,@DancerGuard Con &amp; Lab wouldn't even touch the subject of immigration if it wasn't for #UKIP and #NigelFarage . We owe Mr.Farage big time!
12752,@siobhanmariak logic is that the Tories wouldn't hav had political mandate to implement any of their policies if Lib Dems hadn't stuck by em
12753,"RT @thomasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... http://t.co/DkLwCwzhDA"
12754,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
12755,RT @matt_isom: @DavidGWrigley @BBCNews @bbcnickrobinson @Ed_Miliband he slipped on David Cameron's sweat
12756,"RT @anthonyzach: Whatever you think about Nigel Farage, he'll always tell it like it isn't."
12757,"RT @meljomur: I know Ed Miliband is no novice to politics, but seems to me he told Scotland vote Labour or your voice means nothing in West…"
12758,RT @QuietNotStupid: Nick Clegg is 'distressed' by the increase in foodbank use. He could have stopped the increase in benefit sanctions but…
12759,@Bonn1eGreer @georgeeaton prefers Tories to any accommodation of an SNP manifesto that bears a striking resemblance to his own. Pig Headed.
